parameter,step,counts,bin_centers,bin_width
gpt_neox.layers.4.attention.dense.weight,143000,"[2.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00
 0.0000e+00 1.0000e+00 3.0000e+00 2.0000e+00 3.0000e+00 8.0000e+00
 9.0000e+00 1.6000e+01 2.8000e+01 2.6000e+01 4.3000e+01 8.4000e+01
 1.3100e+02 1.5300e+02 2.2300e+02 3.6300e+02 5.7800e+02 8.1100e+02
 1.1570e+03 1.6550e+03 2.4450e+03 3.2330e+03 4.3770e+03 5.7800e+03
 7.5710e+03 9.6130e+03 1.1511e+04 1.3418e+04 1.5453e+04 1.7312e+04
 1.8610e+04 1.9083e+04 1.9026e+04 1.8244e+04 1.7033e+04 1.4916e+04
 1.3013e+04 1.0886e+04 8.8670e+03 7.0260e+03 5.4220e+03 4.0900e+03
 2.9510e+03 2.1040e+03 1.5170e+03 1.0470e+03 7.4900e+02 5.1200e+02
 3.5600e+02 2.1900e+02 1.6300e+02 1.0000e+02 4.8000e+01 4.8000e+01
 3.0000e+01 2.0000e+01 9.0000e+00 9.0000e+00 1.5000e+01 5.0000e+00
 1.0000e+00 3.0000e+00 3.0000e+00 0.0000e+00 2.0000e+00 0.0000e+00
 1.0000e+00 0.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00]","[-0.1377649  -0.13497436 -0.13218385 -0.12939331 -0.12660278 -0.12381225
 -0.12102173 -0.1182312  -0.11544067 -0.11265015 -0.10985962 -0.10706909
 -0.10427856 -0.10148804 -0.09869751 -0.09590698 -0.09311645 -0.09032593
 -0.0875354  -0.08474487 -0.08195435 -0.07916382 -0.07637329 -0.07358276
 -0.07079224 -0.06800171 -0.06521118 -0.06242065 -0.05963013 -0.0568396
 -0.05404907 -0.05125854 -0.04846802 -0.04567749 -0.04288696 -0.04009643
 -0.03730591 -0.03451538 -0.03172485 -0.02893432 -0.0261438  -0.02335327
 -0.02056274 -0.01777221 -0.01498168 -0.01219115 -0.00940063 -0.0066101
 -0.00381958 -0.00102905  0.00176147  0.004552    0.00734252  0.01013305
  0.01292358  0.01571411  0.01850463  0.02129516  0.02408569  0.02687622
  0.02966674  0.03245727  0.0352478   0.03803833  0.04082885  0.04361938
  0.04640991  0.04920044  0.05199096  0.05478149  0.05757202  0.06036255
  0.06315307  0.0659436   0.06873413  0.07152466  0.07431518  0.07710571
  0.07989624  0.08268677  0.08547729  0.08826782  0.09105835  0.09384888
  0.0966394   0.09942993  0.10222046  0.10501099  0.10780151  0.11059204
  0.11338257  0.1161731   0.11896362  0.12175415  0.12454467  0.1273352
  0.13012573  0.13291627  0.13570678  0.13849732]",0.0027905255556106567
gpt_neox.layers.4.attention.dense.bias,142000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  4.  6. 16. 17. 22. 37.
 57. 47. 70. 55. 52. 46. 36. 14. 14. 11.  4.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-0.81984615 -0.79840577 -0.7769654  -0.7555249  -0.7340845  -0.71264404
 -0.6912036  -0.6697632  -0.64832276 -0.6268823  -0.6054419  -0.5840015
 -0.56256104 -0.5411206  -0.51968014 -0.49823976 -0.4767993  -0.4553589
 -0.43391848 -0.41247803 -0.39103758 -0.36959717 -0.34815675 -0.3267163
 -0.3052759  -0.28383544 -0.26239502 -0.24095461 -0.21951416 -0.19807371
 -0.1766333  -0.15519288 -0.13375244 -0.11231202 -0.0908716  -0.06943116
 -0.04799071 -0.02655029 -0.00510988  0.01633057  0.03777099  0.0592114
  0.08065185  0.1020923   0.12353271  0.14497313  0.16641358  0.18785399
  0.20929444  0.23073488  0.25217527  0.27361572  0.29505616  0.31649658
  0.33793703  0.35937744  0.38081786  0.4022583   0.42369875  0.44513917
  0.4665796   0.48802003  0.50946045  0.53090084  0.55234134  0.5737817
  0.5952222   0.6166626   0.638103    0.65954345  0.6809839   0.7024243
  0.7238648   0.7453052   0.76674557  0.7881861   0.80962646  0.8310669
  0.85250735  0.87394774  0.8953882   0.91682863  0.938269    0.95970947
  0.9811499   1.0025903   1.0240307   1.0454712   1.0669117   1.088352
  1.1097925   1.131233    1.1526732   1.1741138   1.1955543   1.2169946
  1.238435    1.2598755   1.2813159   1.3027563 ]",0.021440446376800537
gpt_neox.layers.4.attention.dense.bias,143000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  4.  6. 16. 17. 22. 37.
 57. 45. 72. 54. 53. 46. 35. 15. 14. 11.  4.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-0.81840336 -0.79700685 -0.7756103  -0.75421387 -0.7328174  -0.7114209
 -0.69002444 -0.6686279  -0.64723146 -0.62583494 -0.6044385  -0.583042
 -0.5616455  -0.54024905 -0.51885253 -0.49745604 -0.47605956 -0.4546631
 -0.43326658 -0.41187012 -0.39047363 -0.36907715 -0.3476807  -0.3262842
 -0.3048877  -0.28349122 -0.26209474 -0.24069825 -0.21930176 -0.19790527
 -0.17650878 -0.1551123  -0.13371584 -0.11231935 -0.09092286 -0.06952637
 -0.04812989 -0.0267334  -0.00533691  0.01605958  0.03745607  0.05885252
  0.08024901  0.1016455   0.12304199  0.14443848  0.16583496  0.18723142
  0.20862788  0.2300244   0.25142092  0.27281743  0.2942139   0.31561035
  0.33700684  0.35840333  0.3797998   0.4011963   0.4225928   0.44398925
  0.46538574  0.48678222  0.5081787   0.5295752   0.5509717   0.57236814
  0.59376466  0.6151612   0.6365576   0.6579541   0.6793506   0.7007471
  0.72214353  0.74354005  0.76493657  0.786333    0.8077295   0.829126
  0.85052246  0.8719189   0.89331543  0.9147119   0.9361084   0.95750487
  0.9789014   1.0002978   1.0216944   1.0430908   1.0644873   1.0858839
  1.1072803   1.1286768   1.1500733   1.1714697   1.1928662   1.2142627
  1.2356591   1.2570558   1.2784522   1.2998486 ]",0.0213964581489563
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,142000,"[1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e+00 0.0000e+00 2.0000e+00 1.0000e+00 4.0000e+00
 7.0000e+00 5.0000e+00 1.4000e+01 1.1000e+01 2.3000e+01 5.4000e+01
 8.1000e+01 1.2100e+02 2.3600e+02 3.8000e+02 5.1300e+02 9.3500e+02
 1.5070e+03 2.4360e+03 3.8180e+03 5.9460e+03 8.9030e+03 1.3807e+04
 1.9936e+04 2.7683e+04 3.6880e+04 4.8183e+04 5.9522e+04 7.0867e+04
 8.1328e+04 8.7749e+04 9.0527e+04 8.8682e+04 8.2748e+04 7.2828e+04
 6.2261e+04 5.0290e+04 3.8977e+04 2.9015e+04 2.1255e+04 1.4388e+04
 9.6540e+03 6.2320e+03 4.0710e+03 2.4720e+03 1.5930e+03 1.0080e+03
 6.1300e+02 3.6000e+02 1.8700e+02 1.4100e+02 9.4000e+01 6.5000e+01
 3.9000e+01 3.7000e+01 1.7000e+01 2.6000e+01 1.4000e+01 5.0000e+00
 5.0000e+00 1.0000e+00 4.0000e+00 2.0000e+00 0.0000e+00 2.0000e+00
 4.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00]","[-3.04090559e-01 -2.98013926e-01 -2.91937232e-01 -2.85860598e-01
 -2.79783934e-01 -2.73707271e-01 -2.67630637e-01 -2.61553943e-01
 -2.55477309e-01 -2.49400631e-01 -2.43323982e-01 -2.37247318e-01
 -2.31170654e-01 -2.25093991e-01 -2.19017342e-01 -2.12940678e-01
 -2.06864014e-01 -2.00787351e-01 -1.94710702e-01 -1.88634038e-01
 -1.82557374e-01 -1.76480711e-01 -1.70404062e-01 -1.64327398e-01
 -1.58250734e-01 -1.52174070e-01 -1.46097422e-01 -1.40020758e-01
 -1.33944094e-01 -1.27867430e-01 -1.21790782e-01 -1.15714118e-01
 -1.09637454e-01 -1.03560790e-01 -9.74841341e-02 -9.14074779e-02
 -8.53308141e-02 -7.92541578e-02 -7.31775016e-02 -6.71008378e-02
 -6.10241741e-02 -5.49475104e-02 -4.88708466e-02 -4.27941978e-02
 -3.67175490e-02 -3.06408852e-02 -2.45642215e-02 -1.84875578e-02
 -1.24108940e-02 -6.33423030e-03 -2.57566571e-04  5.81909716e-03
  1.18957609e-02  1.79724246e-02  2.40490884e-02  3.01257521e-02
  3.62024009e-02  4.22790498e-02  4.83557135e-02  5.44323772e-02
  6.05090410e-02  6.65857047e-02  7.26623610e-02  7.87390172e-02
  8.48156810e-02  9.08923373e-02  9.69689935e-02  1.03045657e-01
  1.09122321e-01  1.15198985e-01  1.21275641e-01  1.27352297e-01
  1.33428961e-01  1.39505625e-01  1.45582274e-01  1.51658937e-01
  1.57735601e-01  1.63812265e-01  1.69888914e-01  1.75965577e-01
  1.82042241e-01  1.88118905e-01  1.94195554e-01  2.00272217e-01
  2.06348881e-01  2.12425545e-01  2.18502194e-01  2.24578857e-01
  2.30655521e-01  2.36732185e-01  2.42808834e-01  2.48885497e-01
  2.54962146e-01  2.61038840e-01  2.67115474e-01  2.73192137e-01
  2.79268801e-01  2.85345435e-01  2.91422129e-01  2.97498763e-01]",0.0060766637325286865
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,143000,"[1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.0000e+00 0.0000e+00 1.0000e+00 2.0000e+00 3.0000e+00
 6.0000e+00 8.0000e+00 6.0000e+00 1.5000e+01 2.6000e+01 4.0000e+01
 7.5000e+01 1.1400e+02 2.0000e+02 3.6500e+02 4.8800e+02 8.5900e+02
 1.3690e+03 2.3070e+03 3.5760e+03 5.6060e+03 8.4120e+03 1.3001e+04
 1.9000e+04 2.6532e+04 3.5602e+04 4.6759e+04 5.8108e+04 6.9702e+04
 8.0629e+04 8.7129e+04 9.0768e+04 8.9503e+04 8.3648e+04 7.4432e+04
 6.3657e+04 5.1546e+04 4.0216e+04 3.0136e+04 2.2016e+04 1.4989e+04
 9.9940e+03 6.5540e+03 4.2110e+03 2.5440e+03 1.7010e+03 1.0520e+03
 6.1800e+02 3.8000e+02 2.0500e+02 1.3600e+02 9.8000e+01 6.4000e+01
 4.6000e+01 3.2000e+01 2.4000e+01 1.9000e+01 1.5000e+01 6.0000e+00
 6.0000e+00 1.0000e+00 3.0000e+00 3.0000e+00 0.0000e+00 3.0000e+00
 1.0000e+00 2.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00]","[-0.30482298 -0.29874635 -0.29266965 -0.28659302 -0.28051636 -0.2744397
 -0.26836306 -0.26228637 -0.25620973 -0.25013304 -0.2440564  -0.23797974
 -0.23190308 -0.22582641 -0.21974976 -0.2136731  -0.20759644 -0.20151977
 -0.19544312 -0.18936646 -0.1832898  -0.17721313 -0.17113648 -0.16505982
 -0.15898316 -0.15290649 -0.14682984 -0.14075318 -0.13467652 -0.12859985
 -0.1225232  -0.11644654 -0.11036988 -0.10429321 -0.09821656 -0.0921399
 -0.08606324 -0.07998658 -0.07390992 -0.06783326 -0.0617566  -0.05567993
 -0.04960327 -0.04352662 -0.03744997 -0.03137331 -0.02529664 -0.01921998
 -0.01314332 -0.00706665 -0.00098999  0.00508668  0.01116334  0.01724
  0.02331667  0.02939333  0.03546998  0.04154663  0.04762329  0.05369996
  0.05977662  0.06585328  0.07192994  0.0780066   0.08408326  0.09015992
  0.09623657  0.10231324  0.1083899   0.11446656  0.12054322  0.12661988
  0.13269654  0.1387732   0.14484985  0.15092652  0.15700318  0.16307984
  0.16915649  0.17523316  0.18130982  0.18738648  0.19346313  0.1995398
  0.20561646  0.21169312  0.21776977  0.22384644  0.2299231   0.23599976
  0.24207641  0.24815308  0.25422972  0.26030642  0.26638305  0.27245972
  0.27853638  0.284613    0.2906897   0.29676634]",0.0060766637325286865
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,142000,"[  1.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   1.   0.   0.
   0.   0.   0.   1.   0.   0.   2.   1.   9.   4.   2.   4.   7.   4.
   8.   8.  14.  17.  18.  19.  23.  24.  34.  28.  50.  43.  57.  76.
  66.  88. 103. 121. 104. 141. 114. 126. 125.  94. 102.  72.  73.  61.
  59.  37.  24.  24.  14.  12.   5.   3.   6.   0.   2.   1.   1.   2.
   0.   0.   3.   2.   1.   0.   1.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   2.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.]","[-0.9923706  -0.97320557 -0.9540405  -0.9348755  -0.91571045 -0.8965454
 -0.8773804  -0.85821533 -0.8390503  -0.81988525 -0.8007202  -0.7815552
 -0.76239014 -0.7432251  -0.72406006 -0.704895   -0.68573    -0.66656494
 -0.6473999  -0.62823486 -0.6090698  -0.5899048  -0.57073975 -0.5515747
 -0.53240967 -0.5132446  -0.4940796  -0.47491455 -0.4557495  -0.43658447
 -0.41741943 -0.3982544  -0.37908936 -0.35992432 -0.34075928 -0.32159424
 -0.3024292  -0.28326416 -0.26409912 -0.24493408 -0.22576904 -0.206604
 -0.18743896 -0.16827393 -0.14910889 -0.12994385 -0.11077881 -0.09161377
 -0.07244873 -0.05328369 -0.03411865 -0.01495361  0.00421143  0.02337646
  0.0425415   0.06170654  0.08087158  0.10003662  0.11920166  0.1383667
  0.15753174  0.17669678  0.19586182  0.21502686  0.2341919   0.25335693
  0.27252197  0.291687    0.31085205  0.3300171   0.34918213  0.36834717
  0.3875122   0.40667725  0.4258423   0.44500732  0.46417236  0.4833374
  0.50250244  0.5216675   0.5408325   0.55999756  0.5791626   0.59832764
  0.6174927   0.6366577   0.65582275  0.6749878   0.69415283  0.7133179
  0.7324829   0.75164795  0.770813    0.789978    0.80914307  0.8283081
  0.84747314  0.8666382   0.8858032   0.90496826]",0.0191650390625
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,143000,"[  1.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   1.   0.   0.
   0.   0.   0.   1.   0.   0.   2.   1.   9.   5.   1.   5.   7.   4.
   7.  10.  13.  19.  17.  18.  22.  27.  32.  32.  49.  41.  61.  74.
  70.  85. 107. 120. 105. 137. 126. 112. 133.  91.  96.  75.  70.  61.
  59.  37.  24.  23.  14.  12.   4.   3.   6.   0.   2.   2.   0.   2.
   0.   0.   4.   1.   1.   0.   1.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   2.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   1.]","[-0.99235594 -0.9731616  -0.9539673  -0.93477297 -0.9155786  -0.89638424
 -0.87718993 -0.8579956  -0.83880126 -0.8196069  -0.8004126  -0.7812183
 -0.7620239  -0.74282956 -0.7236352  -0.70444095 -0.6852466  -0.6660522
 -0.64685786 -0.6276636  -0.60846925 -0.5892749  -0.5700805  -0.5508862
 -0.5316919  -0.51249754 -0.4933032  -0.47410887 -0.45491454 -0.4357202
 -0.41652587 -0.39733154 -0.37813717 -0.35894284 -0.3397485  -0.32055417
 -0.30135983 -0.2821655  -0.26297116 -0.24377683 -0.2245825  -0.20538816
 -0.18619382 -0.16699949 -0.14780515 -0.12861082 -0.10941648 -0.09022212
 -0.07102779 -0.05183351 -0.03263921 -0.01344487  0.00574946  0.02494383
  0.04413816  0.0633325   0.08252683  0.10172117  0.1209155   0.14010984
  0.15930417  0.1784985   0.19769284  0.21688718  0.23608151  0.25527585
  0.27447018  0.29366452  0.31285888  0.3320532   0.35124755  0.37044188
  0.38963622  0.40883055  0.4280249   0.4472192   0.46641356  0.48560792
  0.5048022   0.5239966   0.54319096  0.5623852   0.58157957  0.60077393
  0.6199683   0.63916254  0.6583569   0.67755127  0.69674563  0.71593994
  0.73513424  0.7543286   0.773523    0.7927173   0.8119116   0.83110595
  0.8503003   0.8694946   0.8886889   0.9078833 ]",0.019194364547729492
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,142000,"[1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 2.00000e+00 0.00000e+00
 0.00000e+00 1.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00
 2.00000e+00 4.00000e+00 1.00000e+00 2.00000e+00 1.00000e+00 1.00000e+00
 0.00000e+00 6.00000e+00 3.00000e+00 5.00000e+00 6.00000e+00 6.00000e+00
 4.00000e+00 9.00000e+00 1.70000e+01 1.30000e+01 1.80000e+01 1.90000e+01
 4.20000e+01 6.10000e+01 7.20000e+01 1.07000e+02 1.65000e+02 3.16000e+02
 7.36000e+02 1.82300e+03 5.10700e+03 1.44500e+04 3.71540e+04 8.20540e+04
 1.49672e+05 2.12011e+05 2.18512e+05 1.62127e+05 9.31230e+04 4.38590e+04
 1.70280e+04 6.21600e+03 2.23500e+03 7.72000e+02 3.45000e+02 1.64000e+02
 9.90000e+01 6.00000e+01 4.00000e+01 3.00000e+01 1.70000e+01 8.00000e+00
 1.30000e+01 6.00000e+00 0.00000e+00 4.00000e+00 5.00000e+00 0.00000e+00
 3.00000e+00 4.00000e+00 2.00000e+00 2.00000e+00 1.00000e+00 0.00000e+00
 2.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00]","[-0.8560693  -0.8406689  -0.82526857 -0.80986816 -0.7944678  -0.7790674
 -0.763667   -0.7482666  -0.73286617 -0.7174658  -0.70206547 -0.68666506
 -0.67126465 -0.65586424 -0.6404638  -0.6250635  -0.6096631  -0.5942627
 -0.5788623  -0.5634619  -0.5480615  -0.5326611  -0.51726073 -0.5018603
 -0.48645997 -0.47105956 -0.45565915 -0.4402588  -0.4248584  -0.40945798
 -0.3940576  -0.37865722 -0.3632568  -0.34785643 -0.33245605 -0.31705564
 -0.30165526 -0.28625488 -0.27085447 -0.25545406 -0.24005368 -0.2246533
 -0.2092529  -0.19385251 -0.17845213 -0.16305172 -0.14765134 -0.13225096
 -0.11685055 -0.10145018 -0.08604982 -0.07064945 -0.05524904 -0.03984866
 -0.02444828 -0.00904787  0.00635251  0.02175289  0.0371533   0.05255368
  0.06795406  0.08335447  0.09875488  0.11415526  0.12955564  0.14495605
  0.16035643  0.17575681  0.1911572   0.2065576   0.221958    0.23735839
  0.2527588   0.26815915  0.28355956  0.29895997  0.31436032  0.32976073
  0.34516114  0.3605615   0.3759619   0.3913623   0.4067627   0.42216307
  0.43756348  0.4529639   0.46836424  0.48376465  0.49916506  0.51456547
  0.5299658   0.54536617  0.5607666   0.576167    0.5915674   0.6069678
  0.62236816  0.63776857  0.6531689   0.6685693 ]",0.015400409698486328
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,143000,"[1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 2.00000e+00 0.00000e+00
 0.00000e+00 1.00000e+00 0.00000e+00 2.00000e+00 0.00000e+00 0.00000e+00
 2.00000e+00 4.00000e+00 1.00000e+00 2.00000e+00 0.00000e+00 2.00000e+00
 1.00000e+00 5.00000e+00 4.00000e+00 4.00000e+00 6.00000e+00 6.00000e+00
 5.00000e+00 1.00000e+01 1.60000e+01 1.20000e+01 1.80000e+01 2.40000e+01
 4.00000e+01 6.30000e+01 6.90000e+01 1.16000e+02 1.72000e+02 3.28000e+02
 7.76000e+02 1.95800e+03 5.58100e+03 1.54890e+04 3.94250e+04 8.57960e+04
 1.54285e+05 2.14416e+05 2.16014e+05 1.57414e+05 8.94740e+04 4.14820e+04
 1.60910e+04 5.88000e+03 2.06800e+03 7.29000e+02 3.28000e+02 1.61000e+02
 9.80000e+01 5.40000e+01 4.00000e+01 3.10000e+01 1.40000e+01 9.00000e+00
 1.10000e+01 6.00000e+00 1.00000e+00 4.00000e+00 5.00000e+00 0.00000e+00
 4.00000e+00 3.00000e+00 2.00000e+00 2.00000e+00 1.00000e+00 1.00000e+00
 1.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00]","[-0.85073733 -0.835415   -0.8200928  -0.80477047 -0.78944826 -0.77412593
 -0.7588037  -0.7434814  -0.7281592  -0.7128369  -0.69751465 -0.6821924
 -0.6668701  -0.6515479  -0.6362256  -0.6209034  -0.60558105 -0.59025884
 -0.5749365  -0.5596143  -0.544292   -0.52896976 -0.51364744 -0.4983252
 -0.48300293 -0.46768066 -0.45235842 -0.43703616 -0.4217139  -0.40639162
 -0.39106935 -0.37574708 -0.36042482 -0.34510258 -0.3297803  -0.31445804
 -0.29913577 -0.2838135  -0.26849124 -0.25316897 -0.2378467  -0.22252443
 -0.20720217 -0.1918799  -0.17655763 -0.16123536 -0.1459131  -0.13059083
 -0.11526856 -0.09994629 -0.08462402 -0.06930175 -0.05397949 -0.03865722
 -0.02333495 -0.00801268  0.00730959  0.02263185  0.03795412  0.05327639
  0.06859866  0.08392093  0.09924319  0.11456546  0.12988773  0.14521
  0.16053227  0.17585452  0.19117677  0.20649904  0.22182131  0.23714358
  0.25246584  0.2677881   0.28311035  0.29843262  0.3137549   0.32907715
  0.34439942  0.3597217   0.37504396  0.39036623  0.4056885   0.42101076
  0.43633303  0.4516553   0.46697754  0.4822998   0.49762207  0.51294434
  0.5282666   0.5435889   0.5589111   0.5742334   0.5895556   0.60487795
  0.62020016  0.6355225   0.6508447   0.666167  ]",0.015322268009185791
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,142000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  4.  6. 16. 17. 22. 37.
 57. 47. 70. 55. 52. 46. 36. 14. 14. 11.  4.  1.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-0.81984615 -0.79840577 -0.7769654  -0.7555249  -0.7340845  -0.71264404
 -0.6912036  -0.6697632  -0.64832276 -0.6268823  -0.6054419  -0.5840015
 -0.56256104 -0.5411206  -0.51968014 -0.49823976 -0.4767993  -0.4553589
 -0.43391848 -0.41247803 -0.39103758 -0.36959717 -0.34815675 -0.3267163
 -0.3052759  -0.28383544 -0.26239502 -0.24095461 -0.21951416 -0.19807371
 -0.1766333  -0.15519288 -0.13375244 -0.11231202 -0.0908716  -0.06943116
 -0.04799071 -0.02655029 -0.00510988  0.01633057  0.03777099  0.0592114
  0.08065185  0.1020923   0.12353271  0.14497313  0.16641358  0.18785399
  0.20929444  0.23073488  0.25217527  0.27361572  0.29505616  0.31649658
  0.33793703  0.35937744  0.38081786  0.4022583   0.42369875  0.44513917
  0.4665796   0.48802003  0.50946045  0.53090084  0.55234134  0.5737817
  0.5952222   0.6166626   0.638103    0.65954345  0.6809839   0.7024243
  0.7238648   0.7453052   0.76674557  0.7881861   0.80962646  0.8310669
  0.85250735  0.87394774  0.8953882   0.91682863  0.938269    0.95970947
  0.9811499   1.0025903   1.0240307   1.0454712   1.0669117   1.088352
  1.1097925   1.131233    1.1526732   1.1741138   1.1955543   1.2169946
  1.238435    1.2598755   1.2813159   1.3027563 ]",0.021440446376800537
