parameter,step,step_next,cos_sim,l1_change,l2_change,realtive_change,mean_squared_change,max_abs_change
gpt_neox.layers.0.input_layernorm.weight,44000,54000,0.99990916,14.59716796875,0.6881968975067139,0.03854904696345329,0.0009250291623175144,0.09033203125
gpt_neox.layers.0.input_layernorm.bias,44000,54000,0.9989154,4.328581809997559,0.37317347526550293,0.06905633211135864,0.0002719891781453043,0.1630859375
gpt_neox.layers.0.post_attention_layernorm.weight,44000,54000,0.99982995,10.35009765625,0.4953453838825226,0.05117466300725937,0.000479232519865036,0.1708984375
gpt_neox.layers.0.post_attention_layernorm.bias,44000,54000,0.99099874,1.815700888633728,0.1298130750656128,0.14205336570739746,3.291296525276266e-05,0.072021484375
gpt_neox.layers.0.attention.query_key_value.weight,44000,54000,0.9769376,6357.12255859375,9.353645324707031,0.21773254871368408,0.00011124618322355673,0.0654296875
gpt_neox.layers.0.attention.query_key_value.bias,44000,54000,0.99156797,175.21095275878906,12.490991592407227,0.22316302359104156,0.1015787124633789,3.015625
gpt_neox.layers.0.attention.dense.weight,44000,54000,0.9718914,1533.5863037109375,3.8355443477630615,0.24286670982837677,5.6118660722859204e-05,0.06512451171875
gpt_neox.layers.0.attention.dense.bias,44000,54000,0.99629426,3.014376163482666,0.24211540818214417,0.09949002414941788,0.00011449193698354065,0.15234375
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,44000,54000,0.96720517,10263.642578125,12.72654914855957,0.2613041400909424,0.00015445708413608372,0.0732574462890625
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,44000,54000,0.99659157,14.18472957611084,0.44998207688331604,0.11480747908353806,9.886911720968783e-05,0.11962890625
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,44000,54000,0.9644531,6799.7822265625,8.383825302124023,0.27495595812797546,6.703029794152826e-05,0.0560760498046875
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,44000,54000,0.99629426,3.014376163482666,0.24211540818214417,0.09949002414941788,0.00011449193698354065,0.15234375
gpt_neox.layers.1.input_layernorm.weight,44000,54000,0.9999076,13.35400390625,0.6713632941246033,0.030001020058989525,0.0008803294040262699,0.1513671875
gpt_neox.layers.1.input_layernorm.bias,44000,54000,0.99416316,3.594738006591797,0.23587073385715485,0.13517287373542786,0.00010866212687687948,0.1094970703125
gpt_neox.layers.1.post_attention_layernorm.weight,44000,54000,0.9998877,27.2265625,1.2901850938796997,0.04955672472715378,0.0032511278986930847,0.2236328125
gpt_neox.layers.1.post_attention_layernorm.bias,44000,54000,0.9964343,4.097440719604492,0.29719293117523193,0.11323439329862595,0.000172507090610452,0.150390625
gpt_neox.layers.1.attention.query_key_value.weight,44000,54000,0.97426677,6928.00927734375,10.285017967224121,0.23264865577220917,0.0001345033961115405,0.07033157348632812
gpt_neox.layers.1.attention.query_key_value.bias,44000,54000,0.9955491,283.1597900390625,19.61420440673828,0.23894788324832916,0.25046682357788086,4.6328125
gpt_neox.layers.1.attention.dense.weight,44000,54000,0.97836167,1506.7745361328125,3.719122886657715,0.215908020734787,5.27635493199341e-05,0.0391845703125
gpt_neox.layers.1.attention.dense.bias,44000,54000,0.9960422,2.077702283859253,0.13346292078495026,0.08947987854480743,3.478975122561678e-05,0.04736328125
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,44000,54000,0.97321796,9072.615234375,11.336846351623535,0.23703736066818237,0.0001225650339620188,0.13616943359375
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,44000,54000,0.9989809,29.773574829101562,0.8182770609855652,0.13686275482177734,0.000326942274114117,0.1212158203125
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,44000,54000,0.9640012,6611.6396484375,8.148148536682129,0.2777186930179596,6.331484473776072e-05,0.2314453125
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,44000,54000,0.9960422,2.077702283859253,0.13346292078495026,0.08947987854480743,3.478975122561678e-05,0.04736328125
gpt_neox.layers.2.input_layernorm.weight,44000,54000,0.9999114,12.70556640625,0.6239724159240723,0.02985178865492344,0.0007604327984154224,0.14453125
gpt_neox.layers.2.input_layernorm.bias,44000,54000,0.9890133,4.81535530090332,0.3364911675453186,0.1847737729549408,0.00022114516468718648,0.10400390625
gpt_neox.layers.2.post_attention_layernorm.weight,44000,54000,0.99992377,13.36962890625,0.6607181429862976,0.028199471533298492,0.0008526337333023548,0.1259765625
gpt_neox.layers.2.post_attention_layernorm.bias,44000,54000,0.99607825,5.238994598388672,0.362778902053833,0.12697254121303558,0.00025704794097691774,0.1474609375
gpt_neox.layers.2.attention.query_key_value.weight,44000,54000,0.96542525,7146.47314453125,10.62938404083252,0.2700726389884949,0.000143662269692868,0.141937255859375
gpt_neox.layers.2.attention.query_key_value.bias,44000,54000,0.9963881,311.9930419921875,21.460878372192383,0.19162873923778534,0.29984986782073975,4.375
gpt_neox.layers.2.attention.dense.weight,44000,54000,0.97930926,1627.6361083984375,4.084925174713135,0.21101884543895721,6.365338776959106e-05,0.05267333984375
gpt_neox.layers.2.attention.dense.bias,44000,54000,0.98081684,5.21701192855835,0.2878056466579437,0.19821637868881226,0.0001617814414203167,0.03466796875
gpt_neox.layers.2.mlp.dense_h_to_4h.weight,44000,54000,0.97323954,8596.158203125,11.136091232299805,0.2337007075548172,0.00011826297850348055,0.375
gpt_neox.layers.2.mlp.dense_h_to_4h.bias,44000,54000,0.9985191,25.82122802734375,0.9941361546516418,0.14839418232440948,0.0004825717769563198,0.564453125
gpt_neox.layers.2.mlp.dense_4h_to_h.weight,44000,54000,0.9607016,7199.49462890625,8.87663459777832,0.2895050644874573,7.514243043260649e-05,0.1142578125
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,44000,54000,0.98081684,5.21701192855835,0.2878056466579437,0.19821637868881226,0.0001617814414203167,0.03466796875
gpt_neox.layers.3.input_layernorm.weight,44000,54000,0.9961165,72.92578125,4.251463413238525,0.1390230506658554,0.03530262038111687,0.6611328125
gpt_neox.layers.3.input_layernorm.bias,44000,54000,0.96514547,44.635231018066406,2.4880404472351074,0.3983308970928192,0.01209052000194788,0.302734375
gpt_neox.layers.3.post_attention_layernorm.weight,44000,54000,0.9998681,24.18798828125,1.1401699781417847,0.04903508350253105,0.0025390381924808025,0.130859375
gpt_neox.layers.3.post_attention_layernorm.bias,44000,54000,0.9040098,26.57811737060547,1.3743977546691895,0.43043994903564453,0.0036893929354846478,0.16064453125
gpt_neox.layers.3.attention.query_key_value.weight,44000,54000,0.8132931,15350.3642578125,40.91375732421875,0.6001551747322083,0.0021287433337420225,0.760009765625
gpt_neox.layers.3.attention.query_key_value.bias,44000,54000,0.9982573,1545.6356201171875,96.471923828125,0.19870489835739136,6.05913782119751,7.34375
gpt_neox.layers.3.attention.dense.weight,44000,54000,0.94487214,2692.90087890625,7.163115501403809,0.3577874004840851,0.0001957300992216915,0.1678466796875
gpt_neox.layers.3.attention.dense.bias,44000,54000,0.9916251,3.082059383392334,0.18012554943561554,0.12993626296520233,6.336955993901938e-05,0.0458984375
gpt_neox.layers.3.mlp.dense_h_to_4h.weight,44000,54000,0.97226447,8785.9677734375,10.925297737121582,0.2450391799211502,0.00011382803495507687,0.1036376953125
gpt_neox.layers.3.mlp.dense_h_to_4h.bias,44000,54000,0.9983642,25.59021759033203,0.8117939233779907,0.13992656767368317,0.00032178207766264677,0.111328125
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,44000,54000,0.9668913,7983.5556640625,9.875954627990723,0.266242653131485,9.301320096710697e-05,0.07965087890625
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,44000,54000,0.9916251,3.082059383392334,0.18012554943561554,0.12993626296520233,6.336955993901938e-05,0.0458984375
gpt_neox.layers.4.input_layernorm.weight,44000,54000,0.99781096,54.9150390625,3.24898362159729,0.09995231032371521,0.020616980269551277,0.61328125
gpt_neox.layers.4.input_layernorm.bias,44000,54000,0.99326646,10.689472198486328,0.586523175239563,0.17148901522159576,0.0006718934746459126,0.07470703125
gpt_neox.layers.4.post_attention_layernorm.weight,44000,54000,0.999853,17.0712890625,0.8492433428764343,0.0359625518321991,0.0014086216688156128,0.181640625
gpt_neox.layers.4.post_attention_layernorm.bias,44000,54000,0.9940951,7.205848693847656,0.4265238046646118,0.14489834010601044,0.0003553174901753664,0.1611328125
gpt_neox.layers.4.attention.query_key_value.weight,44000,54000,0.8682715,9625.9326171875,22.93825912475586,0.4960838556289673,0.0006690695299766958,0.544189453125
gpt_neox.layers.4.attention.query_key_value.bias,44000,54000,0.9963577,2018.001220703125,107.35078430175781,0.2615910470485687,7.5027313232421875,7.3125
gpt_neox.layers.4.attention.dense.weight,44000,54000,0.9849655,2197.519775390625,5.442429542541504,0.1841246783733368,0.00011298886965960264,0.1021728515625
gpt_neox.layers.4.attention.dense.bias,44000,54000,0.99662066,3.6548824310302734,0.28901490569114685,0.10766660422086716,0.0001631437917239964,0.19921875
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,44000,54000,0.97207576,9000.359375,11.31347370147705,0.2413957715034485,0.00012206032988615334,0.1865234375
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,44000,54000,0.9980073,33.16151809692383,0.989776074886322,0.14717203378677368,0.00047834825818426907,0.125732421875
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,44000,54000,0.9713127,8945.3271484375,11.246567726135254,0.24683912098407745,0.00012062107998644933,0.55029296875
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,44000,54000,0.99662066,3.6548824310302734,0.28901490569114685,0.10766660422086716,0.0001631437917239964,0.19921875
gpt_neox.layers.5.input_layernorm.weight,44000,54000,0.989846,60.08642578125,6.482802391052246,0.14820493757724762,0.08208344876766205,3.41015625
gpt_neox.layers.5.input_layernorm.bias,44000,54000,0.98969936,12.055397987365723,0.8349496126174927,0.1843566745519638,0.0013616032665595412,0.28125
gpt_neox.layers.5.post_attention_layernorm.weight,44000,54000,0.9998556,18.74560546875,0.96662437915802,0.032318245619535446,0.0018249270506203175,0.20703125
gpt_neox.layers.5.post_attention_layernorm.bias,44000,54000,0.994705,9.159088134765625,0.5246274471282959,0.14108100533485413,0.0005375663749873638,0.100341796875
gpt_neox.layers.5.attention.query_key_value.weight,44000,54000,0.96409917,14934.7060546875,32.54977035522461,0.26669076085090637,0.0013472744030877948,0.60986328125
gpt_neox.layers.5.attention.query_key_value.bias,44000,54000,0.9993663,2588.059814453125,129.72084045410156,0.1882959008216858,10.955406188964844,7.28125
gpt_neox.layers.5.attention.dense.weight,44000,54000,0.963153,1848.1326904296875,4.6075615882873535,0.29334017634391785,8.098323451122269e-05,0.08447265625
gpt_neox.layers.5.attention.dense.bias,44000,54000,0.98750067,3.816998243331909,0.24914643168449402,0.1741137057542801,0.00012123816850362346,0.065460205078125
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,44000,54000,0.9760411,8184.71728515625,10.183515548706055,0.22545231878757477,9.889536158880219e-05,0.1517333984375
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,44000,54000,0.99791807,31.337923049926758,0.8576990962028503,0.1367877721786499,0.00035920311347581446,0.06982421875
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,44000,54000,0.9772004,8692.125,10.916410446166992,0.2202734798192978,0.00011364262172719464,0.182861328125
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,44000,54000,0.98750067,3.816998243331909,0.24914643168449402,0.1741137057542801,0.00012123816850362346,0.065460205078125
gpt_neox.final_layer_norm.weight,44000,54000,0.9998915,82.91015625,3.8142735958099365,0.058520831167697906,0.028415396809577942,0.474609375
gpt_neox.final_layer_norm.bias,44000,54000,0.9948617,12.092860221862793,0.6542723774909973,0.1108291894197464,0.0008360787760466337,0.168212890625
embed_out.weight,44000,54000,0.9381472,375285.65625,95.8753433227539,0.36590126156806946,0.00035774518619291484,0.16314697265625
all_parameters,44000,54000,0.9771312,1047563.1875,259.2989807128906,0.2901054620742798,0.0009726210264489055,7.34375
gpt_neox.embed_in.weight,54000,55000,0.9793519,242671.671875,60.8827018737793,0.2039521485567093,0.00014422149979509413,0.076934814453125
gpt_neox.layers.0.input_layernorm.weight,54000,55000,0.99999714,1.3076171875,0.06872113794088364,0.0038378890603780746,9.2238187789917e-06,0.009765625
gpt_neox.layers.0.input_layernorm.bias,54000,55000,0.9999904,0.42446428537368774,0.033216699957847595,0.006120241712778807,2.154978801627294e-06,0.0146484375
gpt_neox.layers.0.post_attention_layernorm.weight,54000,55000,0.9999916,0.715087890625,0.04010525345802307,0.004140655975788832,3.141467459499836e-06,0.0087890625
gpt_neox.layers.0.post_attention_layernorm.bias,54000,55000,0.999861,0.2568129897117615,0.016000233590602875,0.01741817407310009,5.000146074962686e-07,0.00634765625
gpt_neox.layers.0.attention.query_key_value.weight,54000,55000,0.9937347,3176.125732421875,4.803129196166992,0.11217785626649857,2.9333328711800277e-05,0.0394287109375
gpt_neox.layers.0.attention.query_key_value.bias,54000,55000,0.99994993,16.238704681396484,1.062207818031311,0.018677080050110817,0.0007345608901232481,0.2109375
gpt_neox.layers.0.attention.dense.weight,54000,55000,0.9916352,795.2171020507812,2.0386836528778076,0.12990783154964447,1.58545244630659e-05,0.024173736572265625
gpt_neox.layers.0.attention.dense.bias,54000,55000,0.99996084,0.31632137298583984,0.02326827310025692,0.009527717716991901,1.057446525010164e-06,0.0146484375
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,54000,55000,0.9956933,3618.40576171875,4.515689373016357,0.09320703148841858,1.9445211364654824e-05,0.0250244140625
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,54000,55000,0.99995387,1.635277271270752,0.04925110563635826,0.012465487234294415,1.184409825327748e-06,0.01318359375
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,54000,55000,0.99555326,2313.143310546875,2.8727166652679443,0.09451798349618912,7.869502042012755e-06,0.01666259765625
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,54000,55000,0.99996084,0.31632137298583984,0.02326827310025692,0.009527717716991901,1.057446525010164e-06,0.0146484375
gpt_neox.layers.1.input_layernorm.weight,54000,55000,0.9999968,2.095703125,0.10730639845132828,0.004775858949869871,2.2489577531814575e-05,0.013671875
gpt_neox.layers.1.input_layernorm.bias,54000,55000,0.9999446,0.35491007566452026,0.023080311715602875,0.013122480362653732,1.040431243382045e-06,0.010986328125
gpt_neox.layers.1.post_attention_layernorm.weight,54000,55000,0.99999636,2.4013671875,0.1256771832704544,0.0048080869019031525,3.084912896156311e-05,0.021484375
gpt_neox.layers.1.post_attention_layernorm.bias,54000,55000,0.99994576,0.48841941356658936,0.03123302385210991,0.01183259580284357,1.9052768038818613e-06,0.010498046875
gpt_neox.layers.1.attention.query_key_value.weight,54000,55000,0.9941458,3187.02197265625,4.780876159667969,0.10829111933708191,2.9062042813166045e-05,0.039012908935546875
gpt_neox.layers.1.attention.query_key_value.bias,54000,55000,0.99996054,29.905847549438477,2.033696413040161,0.024216193705797195,0.002692657755687833,0.453125
gpt_neox.layers.1.attention.dense.weight,54000,55000,0.99367213,773.3367309570312,1.9349513053894043,0.11287307739257812,1.428223549737595e-05,0.0195159912109375
gpt_neox.layers.1.attention.dense.bias,54000,55000,0.99992657,0.24784213304519653,0.018085410818457603,0.012119277380406857,6.38832261756761e-07,0.008056640625
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,54000,55000,0.99484706,3877.834228515625,4.8498101234436035,0.10177651792764664,2.2429187083616853e-05,0.05364990234375
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,54000,55000,0.9999865,2.753436803817749,0.07841765880584717,0.012960053980350494,3.0026019430806627e-06,0.01513671875
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,54000,55000,0.9916366,3077.52001953125,3.7903358936309814,0.12954552471637726,1.370025802316377e-05,0.0289306640625
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,54000,55000,0.99992657,0.24784213304519653,0.018085410818457603,0.012119277380406857,6.38832261756761e-07,0.008056640625
gpt_neox.layers.2.input_layernorm.weight,54000,55000,0.99999654,1.98681640625,0.10161764919757843,0.004841794725507498,2.0168256014585495e-05,0.01220703125
gpt_neox.layers.2.input_layernorm.bias,54000,55000,0.9998798,0.5581073760986328,0.033979713916778564,0.018469510599970818,2.255118943139678e-06,0.00830078125
gpt_neox.layers.2.post_attention_layernorm.weight,54000,55000,0.99999696,1.47998046875,0.07979626953601837,0.003397869411855936,1.2436416000127792e-05,0.0126953125
gpt_neox.layers.2.post_attention_layernorm.bias,54000,55000,0.9999545,0.4979085922241211,0.03216012567281723,0.01118954923003912,2.020065949182026e-06,0.0126953125
gpt_neox.layers.2.attention.query_key_value.weight,54000,55000,0.9901499,3611.50048828125,5.521449089050293,0.1404426544904709,3.876328992191702e-05,0.0445556640625
gpt_neox.layers.2.attention.query_key_value.bias,54000,55000,0.9999503,33.89561080932617,2.250882863998413,0.01975473389029503,0.003298485418781638,0.40625
gpt_neox.layers.2.attention.dense.weight,54000,55000,0.99586684,699.0857543945312,1.7582496404647827,0.09114667028188705,1.1792822988354601e-05,0.018299102783203125
gpt_neox.layers.2.attention.dense.bias,54000,55000,0.999792,0.496097207069397,0.029643608257174492,0.020436426624655724,1.716295969345083e-06,0.009033203125
gpt_neox.layers.2.mlp.dense_h_to_4h.weight,54000,55000,0.99537355,3662.628662109375,4.582498550415039,0.09623118489980698,2.0024921468575485e-05,0.049072265625
gpt_neox.layers.2.mlp.dense_h_to_4h.bias,54000,55000,0.99998224,2.589874267578125,0.09825799614191055,0.0144732054322958,4.714176611742005e-06,0.056640625
gpt_neox.layers.2.mlp.dense_4h_to_h.weight,54000,55000,0.99263173,3006.52734375,3.718172788619995,0.12158996611833572,1.3183524060877971e-05,0.0244140625
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,54000,55000,0.999792,0.496097207069397,0.029643608257174492,0.020436426624655724,1.716295969345083e-06,0.009033203125
gpt_neox.layers.3.input_layernorm.weight,54000,55000,0.9999769,6.54296875,0.3544854521751404,0.011484288610517979,0.0002454295754432678,0.052734375
gpt_neox.layers.3.input_layernorm.bias,54000,55000,0.99979687,4.329263210296631,0.23233667016029358,0.03607622906565666,0.00010543032840359956,0.02978515625
gpt_neox.layers.3.post_attention_layernorm.weight,54000,55000,0.99999225,2.49169921875,0.13999372720718384,0.005993516184389591,3.8277823477983475e-05,0.0244140625
gpt_neox.layers.3.post_attention_layernorm.bias,54000,55000,0.9989292,3.1284232139587402,0.1644955426454544,0.05042875185608864,5.284918734105304e-05,0.02166748046875
gpt_neox.layers.3.attention.query_key_value.weight,54000,55000,0.99534976,3416.967041015625,6.682288646697998,0.09671755880117416,5.677866647602059e-05,0.0986328125
gpt_neox.layers.3.attention.query_key_value.bias,54000,55000,0.9999811,139.515380859375,8.519977569580078,0.01726527325809002,0.0472591370344162,0.6875
gpt_neox.layers.3.attention.dense.weight,54000,55000,0.99277824,960.20068359375,2.4177350997924805,0.11996716260910034,2.2298161638900638e-05,0.04083251953125
gpt_neox.layers.3.attention.dense.bias,54000,55000,0.9999401,0.27449673414230347,0.018210390582680702,0.013042210601270199,6.476919338638254e-07,0.0072021484375
gpt_neox.layers.3.mlp.dense_h_to_4h.weight,54000,55000,0.995234,3466.7109375,4.3480353355407715,0.09804610908031464,1.8028302292805165e-05,0.02678680419921875
gpt_neox.layers.3.mlp.dense_h_to_4h.bias,54000,55000,0.9999552,3.416450023651123,0.10397624224424362,0.017654214054346085,5.27883776157978e-06,0.012939453125
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,54000,55000,0.99542594,2843.51123046875,3.5439677238464355,0.09598646312952042,1.1977018402831163e-05,0.026611328125
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,54000,55000,0.9999401,0.27449673414230347,0.018210390582680702,0.013042210601270199,6.476919338638254e-07,0.0072021484375
gpt_neox.layers.4.input_layernorm.weight,54000,55000,0.99970376,16.9501953125,1.1402181386947632,0.03422367200255394,0.0025392528623342514,0.23046875
gpt_neox.layers.4.input_layernorm.bias,54000,55000,0.99929386,3.010639190673828,0.16903989017009735,0.04791942611336708,5.580954530159943e-05,0.0233154296875
gpt_neox.layers.4.post_attention_layernorm.weight,54000,55000,0.9999925,3.9423828125,0.19585618376731873,0.00823347456753254,7.492117583751678e-05,0.025390625
gpt_neox.layers.4.post_attention_layernorm.bias,54000,55000,0.99967873,1.4256172180175781,0.08122365176677704,0.027304504066705704,1.288531711907126e-05,0.0185546875
gpt_neox.layers.4.attention.query_key_value.weight,54000,55000,0.99117255,3415.605224609375,7.133059978485107,0.14416860044002533,6.469710206147283e-05,0.14013671875
gpt_neox.layers.4.attention.query_key_value.bias,54000,55000,0.99996436,213.51602172851562,11.101941108703613,0.026376107707619667,0.08024292439222336,0.6875
gpt_neox.layers.4.attention.dense.weight,54000,55000,0.99660975,975.8599853515625,2.4359290599823,0.08308915048837662,2.2635216737398878e-05,0.032012939453125
gpt_neox.layers.4.attention.dense.bias,54000,55000,0.99996674,0.384171724319458,0.025014057755470276,0.00927695818245411,1.2220763210279983e-06,0.0126953125
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,54000,55000,0.9944729,3928.15673828125,4.922750949859619,0.10531898587942123,2.3108957975637168e-05,0.0398406982421875
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,54000,55000,0.9999682,3.0790109634399414,0.09315008670091629,0.013696081936359406,4.236786480760202e-06,0.01611328125
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,54000,55000,0.99646926,3027.47998046875,3.8257532119750977,0.08418195694684982,1.3957441296952311e-05,0.02850341796875
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,54000,55000,0.99996674,0.384171724319458,0.025014057755470276,0.00927695818245411,1.2220763210279983e-06,0.0126953125
gpt_neox.layers.5.input_layernorm.weight,54000,55000,0.9999353,5.09521484375,0.5190576910972595,0.011826667934656143,0.0005262126214802265,0.2734375
gpt_neox.layers.5.input_layernorm.bias,54000,55000,0.9998903,1.1408629417419434,0.07153528928756714,0.015710677951574326,9.994721949624363e-06,0.02392578125
gpt_neox.layers.5.post_attention_layernorm.weight,54000,55000,0.99999803,2.7685546875,0.13690347969532013,0.004558641463518143,3.6606565117836e-05,0.0234375
gpt_neox.layers.5.post_attention_layernorm.bias,54000,55000,0.99994695,0.8710266351699829,0.04835659638047218,0.012902110815048218,4.567109499475919e-06,0.0087890625
gpt_neox.layers.5.attention.query_key_value.weight,54000,55000,0.99855345,3655.200927734375,6.585947513580322,0.054286111146211624,5.515503653441556e-05,0.09033203125
gpt_neox.layers.5.attention.query_key_value.bias,54000,55000,0.9999963,233.41622924804688,11.715988159179688,0.016725454479455948,0.08936484903097153,0.6875
gpt_neox.layers.5.attention.dense.weight,54000,55000,0.98971266,903.7586669921875,2.2717366218566895,0.14307181537151337,1.968642754945904e-05,0.025909423828125
gpt_neox.layers.5.attention.dense.bias,54000,55000,0.99987704,0.34553319215774536,0.024523964151740074,0.01702273078262806,1.1746577683879877e-06,0.01123046875
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,54000,55000,0.9948016,3655.124755859375,4.602139949798584,0.10209161788225174,2.019689964072313e-05,0.029296875
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,54000,55000,0.99997497,2.9404475688934326,0.08152582496404648,0.012861965224146843,3.245341758884024e-06,0.007568359375
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,54000,55000,0.99749523,2746.599365234375,3.5056684017181396,0.07089158892631531,1.171959320345195e-05,0.0233917236328125
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,54000,55000,0.99987704,0.34553319215774536,0.024523964151740074,0.01702273078262806,1.1746577683879877e-06,0.01123046875
gpt_neox.final_layer_norm.weight,54000,55000,0.99999887,8.330078125,0.38615113496780396,0.005890891421586275,0.0002912357449531555,0.048828125
gpt_neox.final_layer_norm.bias,54000,55000,0.999935,1.2792646884918213,0.07305151969194412,0.012316299602389336,1.0422898412798531e-05,0.0198974609375
embed_out.weight,54000,55000,0.98017144,204714.3125,52.04489517211914,0.19988702237606049,0.00010543591633904725,0.0718536376953125
all_parameters,54000,55000,0.996931,512176.1875,84.30811309814453,0.07963398844003677,0.00010257590474793687,0.6875
gpt_neox.embed_in.weight,45000,55000,0.9211557,487707.28125,122.6227035522461,0.41077616810798645,0.0005850604502484202,0.1498870849609375
gpt_neox.layers.0.input_layernorm.weight,45000,55000,0.99991566,14.65380859375,0.6877654194831848,0.03840983286499977,0.0009238696657121181,0.08837890625
gpt_neox.layers.0.input_layernorm.bias,45000,55000,0.99898386,4.247988224029541,0.3619598150253296,0.0666918009519577,0.00025588847347535193,0.1591796875
gpt_neox.layers.0.post_attention_layernorm.weight,45000,55000,0.9998356,9.8583984375,0.47267767786979675,0.0488014817237854,0.00043637538328766823,0.1630859375
gpt_neox.layers.0.post_attention_layernorm.bias,45000,55000,0.9913355,1.7863339185714722,0.12861916422843933,0.14001739025115967,3.231033042538911e-05,0.07177734375
gpt_neox.layers.0.attention.query_key_value.weight,45000,55000,0.9779247,6204.01806640625,9.137378692626953,0.21340495347976685,0.00010616114741424099,0.07253646850585938
gpt_neox.layers.0.attention.query_key_value.bias,45000,55000,0.9921051,173.84825134277344,12.32691478729248,0.21674738824367523,0.09892763942480087,2.9375
gpt_neox.layers.0.attention.dense.weight,45000,55000,0.9732045,1494.104248046875,3.73561429977417,0.23803865909576416,5.3232441132422537e-05,0.06640625
gpt_neox.layers.0.attention.dense.bias,45000,55000,0.9962811,3.027993679046631,0.23850283026695251,0.09766034781932831,0.00011110079503851011,0.1494140625
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,45000,55000,0.96809757,10100.044921875,12.524930000305176,0.25852343440055847,0.0001496019831392914,0.0706787109375
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,45000,55000,0.996717,14.102812767028809,0.44557175040245056,0.11277449876070023,9.69405664363876e-05,0.122314453125
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,45000,55000,0.9653299,6691.39013671875,8.251811027526855,0.27150067687034607,6.493624823633581e-05,0.0572509765625
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,45000,55000,0.9962811,3.027993679046631,0.23850283026695251,0.09766034781932831,0.00011110079503851011,0.1494140625
gpt_neox.layers.1.input_layernorm.weight,45000,55000,0.9999114,14.36669921875,0.7086474895477295,0.03153959661722183,0.0009808228351175785,0.1484375
gpt_neox.layers.1.input_layernorm.bias,45000,55000,0.9944658,3.5013654232025146,0.23129615187644958,0.1315051168203354,0.00010448811372043565,0.110107421875
gpt_neox.layers.1.post_attention_layernorm.weight,45000,55000,0.9998932,27.2578125,1.2885847091674805,0.04929795116186142,0.0032430673018097878,0.224609375
gpt_neox.layers.1.post_attention_layernorm.bias,45000,55000,0.99659085,4.054717063903809,0.2900635004043579,0.10989023000001907,0.00016432974371127784,0.1435546875
gpt_neox.layers.1.attention.query_key_value.weight,45000,55000,0.97491765,6829.7109375,10.13337230682373,0.22952993214130402,0.00013056637544650584,0.072265625
gpt_neox.layers.1.attention.query_key_value.bias,45000,55000,0.9955745,287.890380859375,19.94483757019043,0.23749271035194397,0.25898218154907227,4.65625
gpt_neox.layers.1.attention.dense.weight,45000,55000,0.9788135,1485.776123046875,3.66825795173645,0.2139834612607956,5.133010563440621e-05,0.03924560546875
gpt_neox.layers.1.attention.dense.bias,45000,55000,0.99596965,2.0288636684417725,0.1341332048177719,0.08988446742296219,3.5140074032824486e-05,0.051513671875
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,45000,55000,0.97395283,8924.2724609375,11.15178108215332,0.23402760922908783,0.00011859548976644874,0.12347412109375
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,45000,55000,0.9990566,29.31499481201172,0.8060792088508606,0.133220374584198,0.0003172676370013505,0.12158203125
