parameter,step,counts,bin_centers,bin_width
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,143000,"[2.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00
 2.00000e+00 0.00000e+00 1.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00
 2.00000e+00 5.00000e+00 5.00000e+00 3.00000e+00 2.00000e+00 1.00000e+00
 3.00000e+00 9.00000e+00 7.00000e+00 7.00000e+00 6.00000e+00 1.50000e+01
 1.40000e+01 2.10000e+01 2.40000e+01 2.90000e+01 3.20000e+01 4.90000e+01
 7.90000e+01 9.80000e+01 2.08000e+02 3.39000e+02 7.83000e+02 1.90800e+03
 4.83100e+03 1.30330e+04 3.19560e+04 7.02950e+04 1.28797e+05 1.92056e+05
 2.16925e+05 1.76579e+05 1.11711e+05 5.71710e+04 2.51660e+04 9.95500e+03
 3.68100e+03 1.38800e+03 6.43000e+02 2.66000e+02 1.49000e+02 7.50000e+01
 5.40000e+01 4.60000e+01 3.00000e+01 2.20000e+01 2.10000e+01 1.20000e+01
 7.00000e+00 1.20000e+01 5.00000e+00 4.00000e+00 4.00000e+00 4.00000e+00
 2.00000e+00 2.00000e+00 2.00000e+00 0.00000e+00 3.00000e+00 1.00000e+00
 1.00000e+00 0.00000e+00 3.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00
 2.00000e+00 0.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
 0.00000e+00 0.00000e+00 0.00000e+00 2.00000e+00]","[-0.7900293  -0.7753613  -0.7606934  -0.7460254  -0.73135746 -0.71668947
 -0.7020215  -0.6873535  -0.6726855  -0.6580176  -0.64334965 -0.62868166
 -0.6140137  -0.5993457  -0.5846777  -0.57000977 -0.5553418  -0.54067385
 -0.52600586 -0.5113379  -0.4966699  -0.48200196 -0.46733397 -0.45266598
 -0.43799806 -0.42333007 -0.40866208 -0.39399415 -0.37932616 -0.36465818
 -0.34999022 -0.33532226 -0.32065427 -0.30598632 -0.29131836 -0.27665037
 -0.2619824  -0.24731445 -0.23264647 -0.21797848 -0.20331052 -0.18864256
 -0.17397457 -0.15930662 -0.14463866 -0.12997067 -0.11530271 -0.10063475
 -0.08596677 -0.07129881 -0.05663088 -0.04196292 -0.02729493 -0.01262698
  0.00204098  0.01670897  0.03137693  0.04604489  0.06071287  0.07538083
  0.09004879  0.10471678  0.11938477  0.13405272  0.14872068  0.16338865
  0.17805663  0.1927246   0.20739256  0.22206053  0.2367285   0.25139648
  0.26606447  0.2807324   0.29540038  0.31006837  0.3247363   0.33940428
  0.35407227  0.3687402   0.3834082   0.39807618  0.4127441   0.4274121
  0.44208008  0.45674807  0.471416    0.48608398  0.500752    0.51541996
  0.5300879   0.5447558   0.5594238   0.5740918   0.5887598   0.60342777
  0.6180957   0.6327637   0.6474316   0.6620996 ]",0.014667987823486328
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,142000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  5. 14.
 17. 17. 33. 56. 52. 42. 51. 54. 36. 46. 29. 16. 16.  9.  9.  3.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-0.8526099  -0.8322437  -0.8118774  -0.79151124 -0.771145   -0.7507788
 -0.7304126  -0.7100464  -0.6896802  -0.66931397 -0.6489477  -0.6285815
 -0.60821533 -0.58784914 -0.56748295 -0.54711676 -0.52675045 -0.50638425
 -0.48601806 -0.46565187 -0.44528568 -0.42491943 -0.40455323 -0.38418704
 -0.3638208  -0.3434546  -0.3230884  -0.3027222  -0.28235596 -0.26198977
 -0.24162355 -0.22125733 -0.20089114 -0.18052492 -0.1601587  -0.1397925
 -0.11942628 -0.09906006 -0.07869387 -0.05832767 -0.03796145 -0.01759523
  0.00277096  0.02313718  0.0435034   0.0638696   0.08423582  0.10460204
  0.12496823  0.14533445  0.1657007   0.18606693  0.20643312  0.22679934
  0.24716556  0.26753175  0.28789797  0.3082642   0.3286304   0.3489966
  0.36936283  0.38972902  0.4100952   0.43046144  0.45082766  0.47119385
  0.49156007  0.5119263   0.5322925   0.5526587   0.5730249   0.5933911
  0.6137574   0.63412356  0.65448976  0.67485595  0.69522214  0.7155884
  0.73595464  0.75632083  0.776687    0.7970532   0.8174194   0.8377856
  0.8581519   0.8785181   0.8988843   0.9192505   0.9396167   0.9599829
  0.9803491   1.0007154   1.0210816   1.0414478   1.061814    1.0821801
  1.1025465   1.1229126   1.1432788   1.163645  ]",0.020366191864013672
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,143000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  5. 14.
 17. 17. 29. 60. 52. 41. 52. 54. 36. 45. 30. 16. 16.  9.  9.  3.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.]","[-0.851648   -0.831311   -0.8109741  -0.79063725 -0.77030027 -0.7499634
 -0.7296264  -0.70928955 -0.6889527  -0.6686157  -0.64827883 -0.62794185
 -0.607605   -0.58726805 -0.5669311  -0.54659426 -0.5262573  -0.5059204
 -0.48558348 -0.46524656 -0.44490966 -0.42457274 -0.40423584 -0.3838989
 -0.363562   -0.3432251  -0.32288817 -0.30255124 -0.2822143  -0.26187742
 -0.24154052 -0.2212036  -0.20086667 -0.18052974 -0.16019285 -0.13985595
 -0.11951903 -0.0991821  -0.07884517 -0.05850828 -0.03817138 -0.01783445
  0.00250247  0.0228394   0.04317632  0.06351322  0.08385012  0.10418704
  0.12452397  0.14486086  0.16519773  0.18553463  0.20587155  0.22620848
  0.24654537  0.26688227  0.2872192   0.30755612  0.32789305  0.34822997
  0.36856687  0.38890377  0.4092407   0.42957762  0.44991454  0.47025144
  0.49058834  0.5109253   0.53126216  0.55159914  0.571936    0.5922729
  0.61260986  0.6329467   0.6532837   0.6736206   0.6939575   0.71429443
  0.7346313   0.7549683   0.77530515  0.7956421   0.815979    0.8363159
  0.85665286  0.8769897   0.89732665  0.9176636   0.93800044  0.9583374
  0.9786743   0.9990113   1.0193481   1.039685    1.060022    1.0803589
  1.1006958   1.1210327   1.1413696   1.1617066 ]",0.020336925983428955
gpt_neox.layers.5.input_layernorm.weight,142000,"[  1.   9.  76. 167.  93.  66.  34.  17.  11.   8.   5.   0.   2.   1.
   3.   0.   2.   0.   1.   0.   0.   0.   1.   1.   1.   0.   1.   0.
   0.   1.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.
   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.
   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   0.   0.   0.
   0.   0.   1.   0.   0.   0.   0.   1.   0.   1.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.
   0.   1.]","[ 0.9388599  1.1495874  1.360315   1.5710425  1.78177    1.9924976
  2.2032251  2.4139528  2.62468    2.8354077  3.0461354  3.2568626
  3.4675903  3.678318   3.8890455  4.099773   4.3105     4.521228
  4.7319555  4.942683   5.153411   5.364138   5.574866   5.785593
  5.9963207  6.2070484  6.417776   6.628504   6.839231   7.0499587
  7.260686   7.4714136  7.6821413  7.892869   8.103596   8.314323
  8.525051   8.735779   8.9465065  9.157234   9.367962   9.57869
  9.789416  10.000144  10.210872  10.421599  10.632327  10.843054
 11.0537815 11.264509  11.475237  11.685965  11.896692  12.107419
 12.318147  12.528874  12.739602  12.95033   13.1610565 13.371784
 13.582512  13.79324   14.003967  14.214695  14.425423  14.63615
 14.846878  15.057605  15.2683325 15.479059  15.689787  15.900515
 16.111242  16.32197   16.532698  16.743425  16.954153  17.16488
 17.375608  17.586336  17.797064  18.00779   18.218517  18.429245
 18.639973  18.8507    19.061428  19.272156  19.482883  19.693611
 19.904339  20.115067  20.325794  20.536522  20.747248  20.957975
 21.168703  21.37943   21.590158  21.800886 ]",0.21072757244110107
gpt_neox.layers.5.input_layernorm.weight,143000,"[  1.   9.  77. 166.  93.  66.  34.  17.  11.   8.   5.   0.   2.   1.
   3.   0.   2.   0.   1.   0.   0.   0.   1.   1.   1.   0.   0.   1.
   0.   1.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.
   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.
   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.   0.   0.   0.
   0.   0.   1.   0.   0.   0.   0.   1.   0.   1.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.
   0.   1.]","[ 0.9400659  1.1512525  1.3624389  1.5736256  1.784812   1.9959986
  2.2071853  2.4183717  2.629558   2.8407445  3.0519314  3.2631178
  3.4743042  3.6854906  3.8966775  4.107864   4.3190503  4.5302367
  4.7414236  4.95261    5.1637964  5.374983   5.5861697  5.797356
  6.0085425  6.219729   6.430916   6.6421022  6.8532887  7.064475
  7.275662   7.4868484  7.698035   7.909221   8.120408   8.331594
  8.542781   8.753967   8.965155   9.17634    9.387527   9.598713
  9.8099    10.021087  10.232273  10.44346   10.654646  10.865833
 11.077019  11.288206  11.499392  11.710579  11.921764  12.132952
 12.344137  12.555325  12.766511  12.977697  13.188885  13.40007
 13.611258  13.822443  14.03363   14.244817  14.456003  14.66719
 14.878376  15.089563  15.300749  15.511936  15.723123  15.934309
 16.145496  16.356682  16.56787   16.779055  16.990242  17.201427
 17.412615  17.623802  17.834988  18.046173  18.25736   18.468548
 18.679733  18.89092   19.102108  19.313293  19.524479  19.735666
 19.946854  20.15804   20.369226  20.580414  20.7916    21.002785
 21.213972  21.42516   21.636345  21.84753  ]",0.21118652820587158
gpt_neox.layers.5.input_layernorm.bias,142000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.
  0.  1.  1.  1.  4.  3.  2.  1.  3.  6.  5.  4. 14. 11. 12. 24. 29. 44.
 40. 47. 36. 34. 45. 24. 30. 18. 18.  8.  5.  7.  3.  4.  8.  3.  4.  0.
  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  1.  0.  0.  1.  0.  0.  0.  0.  0.  1.]","[-2.6280565  -2.5794826  -2.530908   -2.4823341  -2.4337597  -2.3851857
 -2.3366113  -2.2880373  -2.2394629  -2.190889   -2.1423144  -2.0937402
 -2.045166   -1.9965917  -1.9480175  -1.8994433  -1.850869   -1.8022949
 -1.7537206  -1.7051464  -1.6565722  -1.607998   -1.5594238  -1.5108496
 -1.4622754  -1.4137012  -1.3651268  -1.3165526  -1.2679784  -1.2194042
 -1.17083    -1.1222558  -1.0736816  -1.0251074  -0.9765332  -0.92795897
 -0.87938476 -0.8308105  -0.7822362  -0.733662   -0.6850878  -0.6365136
 -0.5879394  -0.5393652  -0.49079096 -0.44221675 -0.39364254 -0.34506834
 -0.29649413 -0.24791992 -0.19934571 -0.1507715  -0.10219729 -0.05362308
 -0.00504887  0.04352534  0.09209955  0.14067376  0.18924797  0.23782218
  0.28639638  0.3349706   0.38354486  0.43211913  0.48069334  0.52926755
  0.57784176  0.62641597  0.6749902   0.7235644   0.7721386   0.8207128
  0.869287    0.9178613   0.96643555  1.0150098   1.063584    1.1121582
  1.1607324   1.2093066   1.2578808   1.306455    1.3550292   1.4036034
  1.4521776   1.5007519   1.5493262   1.5979004   1.6464746   1.6950488
  1.743623    1.7921972   1.8407714   1.8893456   1.93792     1.9864942
  2.0350685   2.0836425   2.132217    2.180791  ]",0.048574209213256836
gpt_neox.layers.5.input_layernorm.bias,143000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.
  0.  1.  1.  1.  4.  3.  2.  1.  3.  6.  5.  4. 14. 11. 12. 24. 29. 43.
 41. 47. 35. 34. 46. 24. 30. 18. 18.  8.  5.  7.  3.  4.  8.  3.  4.  0.
  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  1.  0.  0.  1.  0.  0.  0.  0.  0.  1.]","[-2.6338673  -2.5851953  -2.5365233  -2.4878516  -2.4391797  -2.3905077
 -2.341836   -2.2931643  -2.244492   -2.1958203  -2.1471486  -2.0984764
 -2.0498047  -2.001133   -1.952461   -1.903789   -1.8551172  -1.8064454
 -1.7577734  -1.7091016  -1.6604297  -1.6117578  -1.563086   -1.5144141
 -1.4657421  -1.4170704  -1.3683984  -1.3197265  -1.2710547  -1.2223828
 -1.173711   -1.1250391  -1.0763671  -1.0276953  -0.9790234  -0.93035156
 -0.8816797  -0.8330078  -0.7843359  -0.73566407 -0.68699217 -0.63832027
 -0.58964837 -0.5409765  -0.49230468 -0.44363284 -0.394961   -0.34628904
 -0.2976172  -0.24894536 -0.2002734  -0.15160155 -0.10292971 -0.05425775
 -0.00558591  0.04308593  0.09175777  0.14042962  0.18910152  0.23777342
  0.28644532  0.33511716  0.38378906  0.43246096  0.4811328   0.52980465
  0.57847655  0.62714845  0.6758203   0.7244922   0.7731641   0.82183594
  0.8705078   0.9191797   0.9678516   1.0165234   1.0651953   1.1138673
  1.162539    1.211211    1.2598828   1.3085546   1.3572266   1.4058985
  1.4545703   1.5032423   1.5519141   1.6005859   1.6492578   1.6979296
  1.7466016   1.7952734   1.8439453   1.8926172   1.9412891   1.9899609
  2.0386329   2.0873046   2.1359766   2.1846485 ]",0.04867196083068848
gpt_neox.layers.5.post_attention_layernorm.weight,142000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.
  1.  0.  2.  1.  4.  5.  3.  4.  7.  7. 13. 18. 22. 22. 19. 33. 35. 19.
 31. 22. 33. 17. 16. 20. 18. 14. 13. 10.  8. 11.  3. 10.  8.  4. 10.  6.
  6.  4.  1.  2.  1.  3.  2.  2.  3.  0.  1.  1.  1.  2.  1.  1.  0.  2.
  0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  2.  0.  0.  0.  0.  0.  2.]","[0.97816646 0.9940698  1.009973   1.0258765  1.0417798  1.0576831
 1.0735865  1.0894897  1.105393   1.1212964  1.1371996  1.1531031
 1.1690063  1.1849096  1.200813   1.2167163  1.2326196  1.248523
 1.2644262  1.2803296  1.2962329  1.3121362  1.3280395  1.3439429
 1.3598461  1.3757496  1.3916528  1.4075562  1.4234595  1.4393628
 1.4552661  1.4711695  1.4870727  1.5029761  1.5188794  1.5347826
 1.550686   1.5665894  1.5824927  1.5983961  1.6142993  1.6302027
 1.646106   1.6620092  1.6779126  1.693816   1.7097192  1.7256225
 1.7415259  1.7574291  1.7733326  1.7892358  1.8051392  1.8210425
 1.8369458  1.8528491  1.8687525  1.8846557  1.9005591  1.9164624
 1.9323657  1.948269   1.9641724  1.9800757  1.995979   2.0118823
 2.0277858  2.0436888  2.0595922  2.0754957  2.091399   2.1073022
 2.1232057  2.139109   2.1550121  2.1709156  2.1868188  2.202722
 2.2186255  2.234529   2.250432   2.2663355  2.282239   2.298142
 2.3140454  2.329949   2.345852   2.3617554  2.3776588  2.3935618
 2.4094653  2.4253688  2.4412718  2.4571753  2.4730787  2.488982
 2.5048852  2.5207887  2.536692   2.5525951 ]",0.0159032940864563
gpt_neox.layers.5.post_attention_layernorm.weight,143000,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.
  1.  0.  2.  1.  4.  5.  3.  4.  5. 10. 12. 18. 21. 23. 19. 33. 35. 17.
 33. 21. 34. 18. 15. 20. 18. 14. 13. 10.  8. 10.  4. 10.  8.  5.  9.  6.
  6.  4.  1.  2.  2.  2.  3.  2.  2.  0.  1.  1.  1.  2.  1.  1.  0.  2.
  0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  2.  0.  0.  0.  0.  0.  2.]","[0.9791577  0.99509037 1.0110229  1.0269556  1.0428882  1.0588207
 1.0747534  1.0906861  1.1066186  1.1225512  1.1384839  1.1544166
 1.1703491  1.1862817  1.2022144  1.218147   1.2340796  1.2500122
 1.2659448  1.2818775  1.2978101  1.3137426  1.3296753  1.345608
 1.3615406  1.3774731  1.3934057  1.4093385  1.425271   1.4412036
 1.4571362  1.473069   1.4890015  1.5049341  1.5208666  1.5367994
 1.552732   1.5686646  1.5845971  1.6005299  1.6164625  1.632395
 1.6483276  1.6642604  1.680193   1.6961255  1.7120581  1.7279907
 1.7439234  1.759856   1.7757885  1.7917211  1.8076538  1.8235865
 1.839519   1.8554516  1.8713841  1.887317   1.9032495  1.9191821
 1.9351146  1.9510474  1.96698    1.9829125  1.9988452  2.014778
 2.0307105  2.046643   2.0625756  2.0785084  2.094441   2.1103735
 2.126306   2.1422389  2.1581714  2.174104   2.1900365  2.2059693
 2.221902   2.2378345  2.253767   2.2696996  2.2856324  2.301565
 2.3174975  2.3334303  2.3493629  2.3652954  2.381228   2.3971605
 2.4130933  2.429026   2.4449584  2.4608912  2.4768238  2.4927564
 2.508689   2.5246215  2.5405543  2.5564868 ]",0.01593261957168579
gpt_neox.layers.5.post_attention_layernorm.bias,142000,"[ 1.  2.  0.  2.  2.  1.  4.  3.  4.  3.  1.  3.  1.  1.  5.  2.  8.  1.
  1.  4.  5.  4.  5.  3.  1.  1.  5.  3. 11.  7. 11.  4.  8.  6.  5. 10.
  6.  5. 11.  8.  6. 12.  9. 16.  8. 12. 12.  8.  8.  8. 11.  5. 11. 14.
 18.  6. 10. 15. 14. 13.  7. 11. 11.  6. 11. 11. 10.  7. 12.  4.  3.  4.
  4.  2.  3.  5.  1.  2.  1.  1.  0.  2.  2.  1.  1.  1.  1.  1.  1.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.]","[-5.92861295e-01 -5.78388691e-01 -5.63915968e-01 -5.49443364e-01
 -5.34970701e-01 -5.20498037e-01 -5.06025434e-01 -4.91552740e-01
 -4.77080077e-01 -4.62607414e-01 -4.48134780e-01 -4.33662117e-01
 -4.19189453e-01 -4.04716790e-01 -3.90244156e-01 -3.75771493e-01
 -3.61298829e-01 -3.46826166e-01 -3.32353532e-01 -3.17880869e-01
 -3.03408206e-01 -2.88935542e-01 -2.74462909e-01 -2.59990245e-01
 -2.45517582e-01 -2.31044918e-01 -2.16572270e-01 -2.02099621e-01
 -1.87626958e-01 -1.73154309e-01 -1.58681661e-01 -1.44208997e-01
 -1.29736334e-01 -1.15263671e-01 -1.00791007e-01 -8.63183439e-02
 -7.18457103e-02 -5.73730767e-02 -4.29004133e-02 -2.84277499e-02
 -1.39550865e-02  5.17576933e-04  1.49902403e-02  2.94628739e-02
  4.39355075e-02  5.84081709e-02  7.28808343e-02  8.73534977e-02
  1.01826161e-01  1.16298825e-01  1.30771488e-01  1.45244151e-01
  1.59716815e-01  1.74189478e-01  1.88662142e-01  2.03134805e-01
  2.17607439e-01  2.32080072e-01  2.46552736e-01  2.61025399e-01
  2.75498062e-01  2.89970726e-01  3.04443389e-01  3.18916023e-01
  3.33388656e-01  3.47861320e-01  3.62333983e-01  3.76806647e-01
  3.91279310e-01  4.05751973e-01  4.20224607e-01  4.34697270e-01
  4.49169934e-01  4.63642597e-01  4.78115231e-01  4.92587894e-01
  5.07060528e-01  5.21533251e-01  5.36005855e-01  5.50478518e-01
  5.64951181e-01  5.79423845e-01  5.93896508e-01  6.08369112e-01
  6.22841835e-01  6.37314439e-01  6.51787102e-01  6.66259766e-01
  6.80732429e-01  6.95205092e-01  7.09677696e-01  7.24150419e-01
  7.38623023e-01  7.53095746e-01  7.67568350e-01  7.82041013e-01
  7.96513677e-01  8.10986280e-01  8.25459003e-01  8.39931607e-01]",0.014472663402557373
gpt_neox.layers.5.post_attention_layernorm.bias,143000,"[ 1.  2.  0.  2.  2.  1.  3.  4.  4.  3.  1.  3.  1.  1.  5.  2.  7.  2.
  1.  4.  5.  3.  6.  2.  1.  2.  5.  3. 11.  7. 11.  4.  7.  6.  5. 11.
  5.  6. 10.  9.  6. 12.  9. 15.  9. 10. 13.  8.  7.  9. 11.  6. 11. 13.
 17.  8.  9. 14. 16. 12.  8.  9. 13.  5.  9. 12. 11.  8. 12.  4.  3.  3.
  5.  2.  3.  5.  1.  2.  1.  1.  0.  2.  1.  2.  1.  1.  1.  1.  1.  0.
  0.  1.  0.  0.  0.  0.  0.  0.  0.  1.]","[-5.94313979e-01 -5.79816937e-01 -5.65319836e-01 -5.50822735e-01
 -5.36325693e-01 -5.21828651e-01 -5.07331550e-01 -4.92834479e-01
 -4.78337407e-01 -4.63840336e-01 -4.49343264e-01 -4.34846193e-01
 -4.20349121e-01 -4.05852050e-01 -3.91354978e-01 -3.76857907e-01
 -3.62360835e-01 -3.47863793e-01 -3.33366692e-01 -3.18869650e-01
 -3.04372549e-01 -2.89875507e-01 -2.75378406e-01 -2.60881364e-01
 -2.46384278e-01 -2.31887206e-01 -2.17390135e-01 -2.02893063e-01
 -1.88395992e-01 -1.73898920e-01 -1.59401849e-01 -1.44904777e-01
 -1.30407706e-01 -1.15910634e-01 -1.01413563e-01 -8.69165063e-02
 -7.24194348e-02 -5.79223633e-02 -4.34252918e-02 -2.89282203e-02
 -1.44311488e-02  6.59227371e-05  1.45629942e-02  2.90600657e-02
  4.35571373e-02  5.80542088e-02  7.25512803e-02  8.70483518e-02
  1.01545423e-01  1.16042495e-01  1.30539536e-01  1.45036608e-01
  1.59533679e-01  1.74030751e-01  1.88527822e-01  2.03024894e-01
  2.17521966e-01  2.32019037e-01  2.46516109e-01  2.61013180e-01
  2.75510252e-01  2.90007323e-01  3.04504395e-01  3.19001466e-01
  3.33498538e-01  3.47995579e-01  3.62492681e-01  3.76989722e-01
  3.91486824e-01  4.05983865e-01  4.20480967e-01  4.34978008e-01
  4.49475110e-01  4.63972151e-01  4.78469253e-01  4.92966294e-01
  5.07463336e-01  5.21960497e-01  5.36457539e-01  5.50954580e-01
  5.65451622e-01  5.79948783e-01  5.94445825e-01  6.08942866e-01
  6.23439908e-01  6.37937009e-01  6.52434111e-01  6.66931152e-01
  6.81428194e-01  6.95925295e-01  7.10422397e-01  7.24919438e-01
  7.39416480e-01  7.53913581e-01  7.68410683e-01  7.82907724e-01
  7.97404766e-01  8.11901867e-01  8.26398969e-01  8.40896010e-01]",0.014497041702270508
gpt_neox.layers.5.attention.query_key_value.weight,142000,"[1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 3.00000e+00 3.00000e+00
 2.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 1.00000e+00 2.00000e+00
 1.00000e+00 4.00000e+00 9.00000e+00 1.00000e+01 1.10000e+01 1.30000e+01
 9.00000e+00 1.60000e+01 2.50000e+01 2.80000e+01 4.40000e+01 4.70000e+01
 5.40000e+01 5.80000e+01 6.80000e+01 1.16000e+02 1.48000e+02 1.93000e+02
 2.65000e+02 3.28000e+02 4.36000e+02 6.85000e+02 8.65000e+02 1.08900e+03
 1.52100e+03 1.92200e+03 2.59800e+03 3.31100e+03 4.37300e+03 5.51600e+03
 7.02400e+03 8.83500e+03 1.15900e+04 1.58300e+04 2.29040e+04 4.75670e+04
 3.13248e+05 2.13874e+05 3.76130e+04 2.07710e+04 1.47880e+04 1.10400e+04
 8.47600e+03 6.65800e+03 5.09900e+03 4.13500e+03 3.22300e+03 2.48200e+03
 1.84600e+03 1.37100e+03 1.10500e+03 7.95000e+02 6.02000e+02 4.56000e+02
 3.21000e+02 2.29000e+02 1.77000e+02 1.11000e+02 1.18000e+02 8.30000e+01
 6.30000e+01 4.10000e+01 3.80000e+01 2.60000e+01 2.10000e+01 1.20000e+01
 1.40000e+01 1.30000e+01 8.00000e+00 5.00000e+00 9.00000e+00 4.00000e+00
 8.00000e+00 2.00000e+00 4.00000e+00 2.00000e+00 3.00000e+00 1.00000e+00
 1.00000e+00 4.00000e+00 0.00000e+00 1.00000e+00 0.00000e+00 0.00000e+00
 1.00000e+00 0.00000e+00 0.00000e+00 2.00000e+00]","[-2.0955372  -2.0522363  -2.0089355  -1.9656348  -1.922334   -1.8790332
 -1.8357325  -1.7924316  -1.7491308  -1.7058301  -1.6625292  -1.6192285
 -1.5759277  -1.532627   -1.4893262  -1.4460254  -1.4027246  -1.3594239
 -1.316123   -1.2728223  -1.2295215  -1.1862206  -1.1429199  -1.0996192
 -1.0563183  -1.0130177  -0.9697168  -0.926416   -0.88311523 -0.8398145
 -0.7965137  -0.75321287 -0.7099121  -0.6666113  -0.6233105  -0.58000976
 -0.536709   -0.4934082  -0.4501074  -0.40680665 -0.36350584 -0.32020503
 -0.27690428 -0.23360354 -0.19030273 -0.14700192 -0.10370117 -0.06040037
 -0.01709962  0.02620113  0.069502    0.11280274  0.15610349  0.1994043
  0.24270505  0.28600585  0.32930666  0.3726074   0.41590816  0.45920897
  0.5025098   0.5458105   0.5891113   0.63241214  0.6757129   0.71901363
  0.76231444  0.80561525  0.848916    0.8922168   0.9355176   0.97881836
  1.022119    1.0654199   1.1087208   1.1520214   1.1953223   1.238623
  1.2819238   1.3252246   1.3685254   1.4118261   1.455127    1.4984277
  1.5417285   1.5850294   1.6283301   1.6716309   1.7149316   1.7582324
  1.8015332   1.844834    1.8881347   1.9314356   1.9747363   2.018037
  2.061338    2.1046386   2.1479394   2.1912403 ]",0.04330086708068848
